代號,名稱,上市別,TSE 產業別,TSE產業名稱,員工人數-母公司,實收資本額(元),資本額,資產總額_自然變數,槓桿比,現金比率,資產報酬率(2024全年),OI,EBIT,EBITDA,董事會規模,董事會獨立性,董事長兼任總經理,高階主管薪酬長期目標,集團控制型態_量化,控制持股%,席次盈餘偏離差,AI變數,現金充裕度,TCRI,集團/非集團企業(量化),EPU數量,EPU數量_廣義,EPU數量_廣義(含政治),TESG分數,事件雷達轉換計分,環境構面分數,社會構面分數,公司治理構面分數,累計報酬率
2248,華勝-KY,TSE,12,汽車工業,428,476000000,2885997,14.87538098,0.775023802,0.273218233,24.51,15.35,0.12572293,0.144292596,2.079441542,0.5,1,0,1,35.88,-10.54,0,1.3,6,0,0,0,0,48.35,98.02,41.54,45.01,56.42,-90.6684
2250,IKKA-KY,TSE,12,汽車工業,1779,363882260,3873348,15.16962981,0.721424499,0.370895928,10.3,6.66,0.076001692,0.12155324,2.197224577,0.333333333,0,0,1,45.78,41.78,0,10.63,5,1,0,0,0,45.14,94.71,47.38,42.78,45.06,-77.9855
2301,光寶科,TSE,25,電腦及週邊設備業,4716,23167757630,208292203,19.15445247,1.320500847,0.511624422,13.59,9.43,0.082341532,0.101768634,2.197224577,0.444444444,0,0,0,12.62,43.02,1,933.41,3,1,0,0,4,68.8,96.55,84.47,69.83,57.88,41.9597
2302,麗正,TSE,24,半導體業,54,1663028810,2643513,14.78761927,0.527066816,0.254601736,6.96,10.14,0.058976824,0.07866918,2.197224577,0.444444444,0,0,1,53.18,2.38,1,5.96,6,1,0,0,0,41.52,100,41.39,35.65,47.46,-66.1513
2303,聯電,TSE,24,半導體業,14487,1.25882E+11,572962283,20.16633045,0.466019215,0.203973489,12.77,22.22,0.10118609,0.185253868,2.197224577,0.666666667,0,0,0,8.43,28.24,1,1448.82,3,1,0,0,8,75.92,97.28,77,86.35,64.81,19.4346
2305,全友,TSE,25,電腦及週邊設備業,92,2056608270,2996165,14.9128437,0.25871357,0.430009362,2.55,-7.55,0.02171843,0.037228924,1.945910149,0.428571429,0,0,1,52.06,5.17,1,11.4,8,1,0,0,1,51.26,100,42.66,49.08,58.88,14.7503
2308,台達電,TSE,28,電子零組件,12502,25975433290,566568673,20.15510885,0.89190778,0.254854172,15.47,11.31,0.093303678,0.137457499,2.48490665,0.416666667,0,1,1,26.01,24.07,1,926.2,1,1,1,2,5,78.48,91.66,91.78,74.54,74.02,60.8653
2312,金寶,TSE,31,其他電子業,402,15054852110,119145562,18.59585651,2.171414512,0.154778682,6.64,2.65,0.039369482,0.064835953,2.397895273,0.363636364,0,0,1,23.58,31.12,1,185.39,6,1,1,5,11,69.18,98.5,81.74,76.89,53.54,-35.6755
2313,華通,TSE,28,電子零組件,4734,11918205890,87073849,18.28226716,1.00943808,0.14469744,13.38,8.46,0.086564199,0.153345937,2.302585093,0.4,1,0,1,8.1,1.98,1,114.56,4,0,2,16,16,66.02,100,72.75,73.68,54.12,19.5011
2314,台揚,TSE,27,通訊網路業,290,1061264220,3690532,15.12128118,5.116025322,0.111247647,-85.04,-64.8,-0.285220938,-0.225313315,1.945910149,0.571428571,0,0,1,1.25,41.88,0,9.27,8,0,1,9,10,55.05,77.48,55.61,62.2,47.55,-50.969
2316,楠梓電,TSE,28,電子零組件,1154,1827405360,15526220,16.55804077,0.499969906,0.101060207,8.27,-16.93,0.07047852,0.094686021,2.197224577,0.333333333,0,0,1,18.54,15.16,1,22.88,5,1,0,4,10,55.38,100,55.1,53.88,57.05,86.7416
2317,鴻海,TSE,31,其他電子業,4128,1.40034E+11,4586773793,22.24644274,1.493640807,0.292907377,9.71,2.92,0.054214717,0.073374491,2.197224577,0.555555556,1,0,1,12.46,20.88,1,13500.78,2,1,0,0,0,67.85,79.6,78.94,67.53,61.16,19.7048
2321,東訊,TSE,27,通訊網路業,158,302719290,1224416,14.01797455,1.876099605,0.280955982,-3.72,-3.55,4.9003E-05,0.021988442,2.197224577,0.333333333,0,0,1,64.6,41.38,0,4.29,9,1,0,1,1,35.01,100,32.49,36.95,34.67,8.8637
2323,中環,TSE,26,光電業,553,10893483280,26130742,17.07862303,0.533331107,0.418524663,-1.7,-5.22,-0.004682033,0.014765635,2.197224577,0.333333333,0,0,1,13.62,42.8,0,100.69,8,1,0,1,1,60.61,100,67.1,61.83,55.28,6.7447
2324,仁寶,TSE,25,電腦及週邊設備業,8470,44071466250,433613282,19.88766364,1.946897761,0.204599607,8.09,1.63,0.044706979,0.062851822,2.708050201,0.333333333,0,0,1,5.17,57.94,1,725.32,4,1,2,6,20,66.55,89.1,87.89,61.14,58.47,-25.8322
2327,國巨*,TSE,28,電子零組件,3755,5182414550,375086910,19.74266832,1.32070769,0.291985836,12.99,19.22,0.079152645,0.104823855,2.397895273,0.363636364,0,0,1,7.66,65.08,1,772.57,3,1,0,2,4,62.9,86.86,77.66,66.72,49.77,30.6299
2328,廣宇,TSE,28,電子零組件,54,5183462820,24357925,17.00836782,0.475946715,0.290518671,7.55,5.87,0.062891482,0.091081609,1.945910149,0.571428571,0,0,1,25.99,21.01,1,73.91,4,1,1,3,13,69.71,100,73.88,69.89,66.45,-46.9285
2329,華泰,TSE,24,半導體業,5176,7490943330,19015286,16.76075374,0.716509631,0.208424054,10.76,7.11,0.078593401,0.125601529,2.079441542,0.625,0,0,1,36.49,23.29,1,39.1,6,1,1,2,6,68.24,98.21,66.22,73.5,64.26,4.9875
2330,台積電,TSE,24,半導體業,70037,2.59325E+11,7133287420,22.68803803,0.550167226,0.378939631,30.04,45.68,0.198552767,0.291468781,2.302585093,0.7,1,0,0,0.21,29.97,1,16876.44,1,1,4,7,11,78.55,66.82,90.22,91.27,66.17,4.2384
2331,精英,TSE,25,電腦及週邊設備業,625,5574029680,23407173,16.96855307,1.017139831,0.36480971,-0.76,-2.95,4.62251E-05,0.022688942,1.945910149,0.428571429,0,0,1,48.69,53.74,1,118.62,4,1,2,3,6,59.94,92.38,56.99,62.1,59.65,15.2793
2332,友訊,TSE,27,通訊網路業,477,6022423730,16603660,16.62513371,0.435484319,0.314605936,1.15,-1.39,0.02385474,0.045215452,2.197224577,0.333333333,0,0,0,17.07,27.77,0,45.28,7,1,0,0,0,59.91,94.6,72.59,56.16,55.66,-47.5427
2337,旺宏,TSE,24,半導體業,3862,19310828180,79066589,18.18580095,0.800499038,0.159655503,-6.96,-15.16,-0.040405613,0.021025683,2.63905733,0.357142857,0,0,0,1.82,34.91,1,117.75,4,1,0,1,4,72.23,100,68.68,77.43,69.27,25.8321
2338,光罩,TSE,24,半導體業,496,3168491830,20422277,16.83213687,4.276132091,0.207102225,-17.12,2.93,-0.015691639,0.051665346,1.945910149,0.428571429,0,0,1,33.44,-2.58,1,32.51,8,1,0,3,7,63.42,88.83,63.59,62.52,64.21,11.1568
2340,台亞,TSE,24,半導體業,825,4386228460,14813095,16.51102214,0.919196428,0.162187443,-6.52,-14.3,-0.031100725,0.019561138,1.945910149,0.428571429,0,0,0,23.18,36.56,1,21.1,4,1,0,2,4,62.04,100,55.71,63.08,64.99,29.5943
2342,茂矽,TSE,24,半導體業,610,1575247440,3381303,15.0337717,0.383303012,0.378547856,3.78,2.39,0.02929285,0.056542108,2.397895273,0.363636364,0,0,0,30.66,32.37,1,16.95,7,1,0,0,3,55.36,100,59.49,53.57,54.53,12.2581
2344,華邦電,TSE,24,半導體業,3574,45000001930,181302071,19.0156751,0.848973406,0.146362912,0.71,0.62,0.012787808,0.082764852,2.397895273,0.363636364,1,0,1,32.06,32.26,1,301.32,4,1,0,1,6,73.03,97.44,85.42,80.7,57.53,50.6429
2345,智邦,TSE,27,通訊網路業,3566,5611178970,98122086,18.40172304,1.467444507,0.296874579,39.04,12.32,0.155125575,0.166974895,1.945910149,0.428571429,0,0,0,9.32,19.27,0,243.33,2,1,2,3,10,77.51,100,84,81.67,69.25,-1.3291
2347,聯強,TSE,29,電子通路業,612,16679469680,206575825,19.14617809,1.685777962,0.222342905,12.85,2.35,0.069478701,0.072613971,2.197224577,0.333333333,0,0,1,24.16,36.65,0,339.67,4,1,1,3,4,59.43,100,81.43,58.28,49.94,-12.9199
2348,海悅,TSE,20,其他,185,1818988530,43449845,17.58711784,2.967529966,0.124632781,25.22,26.18,0.074825975,0.075181327,2.564949357,0.307692308,0,0,0,55.73,-17.2,0,53.79,6,1,0,0,0,61.81,83.93,72.54,68.21,50.6,-28.7881
2349,錸德,TSE,26,光電業,620,6936796630,17217844,16.66145685,0.773827798,0.23010169,2.08,-2.41,0.027097644,0.066204166,1.945910149,0.428571429,0,0,1,3.42,39.44,0,51.54,8,1,0,1,1,51.21,100,66.71,44.73,47.89,3.7811
2351,順德,TSE,24,半導體業,1424,1821402490,12694492,16.35667876,0.679149172,0.094084505,10.04,7.66,0.075511253,0.131168148,2.197224577,0.444444444,0,0,1,27.56,17.02,1,8.56,5,0,0,2,11,66.8,100,60.82,66.08,71.3,15.9677
2352,佳世達,TSE,25,電腦及週邊設備業,1647,15805065050,205292180,19.13994479,2.226842023,0.123077698,4.31,2.24,0.03165802,0.060770975,2.079441542,0.625,0,0,0,17.28,34.75,1,259.08,5,1,1,3,4,74.88,94.98,83.03,83.74,60.87,3.4908
2353,宏碁,TSE,25,電腦及週邊設備業,1518,30478538280,225226592,19.23261753,1.79802299,0.164675715,7.59,1.84,0.042337447,0.052423694,1.945910149,0.571428571,1,0,0,6.18,37.06,1,487.36,4,1,2,7,26,74.48,88.37,85.69,84.93,56.95,-12.8145
2354,鴻準,TSE,31,其他電子業,377,14144851920,167108623,18.9341546,0.504751279,0.524478554,3.16,2.07,0.028615525,0.03504566,1.609437912,0.6,0,0,1,29.1,19.56,1,568.37,3,1,1,2,6,63.72,86.97,64.44,64.32,62.67,-28.9943
2355,敬鵬,TSE,28,電子零組件,2913,3974954200,24063883,16.99622264,0.363288221,0.181840146,6.79,6.29,0.069049039,0.105582835,2.079441542,0.375,0,0,0,10.83,53.36,1,63.89,5,0,2,5,7,57.09,94.17,60.05,53.62,58.68,6.6268
2356,英業達,TSE,25,電腦及週邊設備業,6531,35874750660,333769401,19.6259609,3.896095505,0.100025541,11.12,1.83,0.045651159,0.057661089,2.197224577,0.333333333,0,0,0,26.31,18.2,1,290.57,5,1,0,3,10,81.52,93.67,90.11,80.39,77.22,-29.5181
2357,華碩,TSE,25,電腦及週邊設備業,7439,7427602800,580095763,20.17870376,0.867665987,0.207466923,12.31,5.04,0.074004762,0.078993513,2.708050201,0.333333333,0,0,0,5.48,42.43,1,822.99,2,1,0,2,19,76.62,87.32,90.52,77.31,67.14,-16.701
2359,所羅門,TSE,31,其他電子業,318,1714710520,10071139,16.12518437,0.656339535,0.44971954,2.66,-1.37,0.030818659,0.03788777,2.197224577,0.444444444,1,0,1,37.09,18.49,1,21.46,5,1,0,0,0,60.69,90.4,66.5,61.54,55.69,-20.111
2360,致茂,TSE,31,其他電子業,2050,4252617420,40139598,17.50787389,0.664496096,0.150740448,22.52,25.38,0.168243713,0.187555366,2.197224577,0.444444444,1,0,0,12.23,32.59,1,47.94,3,1,0,4,5,70.65,88.83,72.2,77.43,62.91,42.1621
2362,藍天,TSE,25,電腦及週邊設備業,620,6222630000,101787697,18.4383998,1.314429646,0.12792213,4.13,8.21,0.027139419,0.029813544,1.945910149,0.428571429,0,0,1,45.81,17.98,1,102.2,6,1,0,2,4,53.89,100,69.68,51.31,46.49,-28.2672
2363,矽統,TSE,24,半導體業,139,5149881610,17541356,16.68007185,0.054128182,0.14306984,2.85,-45.4,0.032051228,0.033804513,2.197224577,0.333333333,0,0,0,20.62,30.12,1,40.47,7,1,0,1,3,44.44,100,37.1,46.2,47.31,-13.7019
2364,倫飛,TSE,25,電腦及週邊設備業,189,523897100,1500185,14.22109899,1.301959954,0.325850478,31.88,9.12,0.119110643,0.146291957,2.397895273,0.363636364,0,0,1,33.6,21.15,1,3.65,8,1,0,0,0,52.44,100,53.86,44.66,59.31,13.2659
2365,昆盈,TSE,25,電腦及週邊設備業,64,2215284960,3672618,15.11641532,0.151552265,0.438010705,4.65,7.57,0.05125254,0.060858766,2.079441542,0.375,0,0,1,14.23,10.92,1,12.98,6,1,0,3,9,49.87,100,56.34,40.95,54.69,19.9544
2367,燿華,TSE,28,電子零組件,4572,7062531750,23927643,16.99054496,0.813455696,0.073102144,14.11,8.41,0.077573123,0.141502362,1.945910149,0.428571429,0,0,1,13.14,29.92,1,8.87,7,1,0,0,0,49.74,100,62.49,42.47,48.95,-2.4462
2368,金像電,TSE,28,電子零組件,2826,5105289420,48609876,17.69933728,1.392625595,0.195941705,29.44,20.71,0.178126642,0.200521104,2.302585093,0.4,1,0,1,32.98,17.06,1,78.2,4,0,0,2,4,62.38,92.62,77.51,58.88,56.33,57.7078
2369,菱生,TSE,24,半導體業,2319,3801023440,7376423,15.81379939,0.374528372,0.251036444,-5.33,-7.13,-0.037855069,0.063009673,2.197224577,0.333333333,0,0,1,12.09,16.05,1,15.1,6,1,1,1,1,50.8,100,46.2,44.99,59.52,9.5628
2371,大同,TSE,5,電機機械,2451,21508348510,143709628,18.78330535,1.166903575,0.257581775,20.09,24.78,0.109611167,0.12542612,2.197224577,0.333333333,0,0,1,15.25,26.35,0,261.04,8,1,2,3,9,66.25,66.67,73.59,72.76,55.87,-17.1867
2373,震旦行,TSE,31,其他電子業,969,2362025180,18406661,16.72822317,1.203714645,0.349968579,11.61,7.29,0.074628962,0.119242594,1.945910149,0.428571429,0,0,1,84.22,-36.17,1,66.79,4,1,0,0,0,62.8,100,71.02,68,53.19,-7.2846
2374,佳能,TSE,26,光電業,598,3245791330,10443464,16.16148689,0.408568377,0.250808448,7.52,5.85,0.063442839,0.086621929,2.197224577,0.444444444,0,0,1,14.35,50.36,0,31.95,6,1,1,1,5,54.88,100,59.94,59.42,47.15,25.3096
2375,凱美,TSE,28,電子零組件,56,1086753340,14212919,16.4696619,0.451400477,0.193003422,5.3,7.81,0.052522357,0.0821815,1.945910149,0.428571429,0,0,1,14.69,49.05,1,31.82,5,1,0,0,2,54.91,100,56.71,65.74,42.95,1.5508
2376,技嘉,TSE,25,電腦及週邊設備業,2157,6698888860,150058690,18.82653704,1.559260286,0.297676649,23.13,4.82,0.094070787,0.099416282,2.397895273,0.454545455,0,0,0,19.7,35.13,1,243.71,4,1,0,1,5,71.41,98.53,81.47,68.98,67.48,-21.3619
2377,微星,TSE,25,電腦及週邊設備業,3233,8448561990,110063116,18.51656454,1.196886912,0.239820813,13.18,3.6,0.077705959,0.089915017,2.397895273,0.272727273,1,0,0,18.95,60.81,1,259.06,3,1,0,0,0,69.58,93.76,79.21,75.5,57.56,-41.1247
2379,瑞昱,TSE,24,半導體業,5301,5155126410,127708008,18.66525703,1.814550991,0.468587953,32.13,11.91,0.130215859,0.156400701,2.197224577,0.333333333,0,0,0,6.79,49.65,1,435.9,2,1,0,0,0,76.41,100,88.3,74.26,71.04,-13.5845
2380,虹光,TSE,25,電腦及週邊設備業,378,2169340840,1924435,14.47014298,3.527304722,0.184274865,-72.38,-14.98,-0.192988072,-0.127111594,1.945910149,0.571428571,1,0,0,26.08,7.38,1,5.13,9,0,0,0,1,46.77,48.6,51.92,50.58,39.7,82.5975
2382,廣達,TSE,25,電腦及週邊設備業,10873,38626274320,1043896453,20.76622614,4.201368085,0.205579749,28.42,4.37,0.077071884,0.088259273,1.945910149,0.428571429,0,0,0,31.11,26.57,1,2187.26,4,1,0,3,9,67.6,97.29,76.69,67.77,61.69,-9.1698
2383,台光電,TSE,28,電子零組件,1129,3583211140,87415366,18.28618164,1.62726346,0.210799186,30.92,18.88,0.144045979,0.164287798,2.197224577,0.444444444,1,0,0,12.26,21.12,1,92.59,3,1,0,0,0,58.36,100,49.44,61.21,61.16,34.8878
2385,群光,TSE,28,電子零組件,888,7600531720,104180494,18.46163547,1.153992578,0.322095411,21.32,10.16,0.128903641,0.155935486,2.079441542,0.375,0,0,1,16.91,35.24,1,243.05,4,1,0,1,4,68.5,92.86,76.89,74.21,57.51,-26.3723
2387,精元,TSE,25,電腦及週邊設備業,269,1952510510,20705616,16.84591553,0.708430675,0.322368965,13.38,8.42,0.124575139,0.19038202,2.197224577,0.333333333,0,0,1,45.88,9.78,1,47.56,5,1,0,0,0,67.47,100,72.95,73.26,58.21,-53.005
2388,威盛,TSE,24,半導體業,388,5557899410,36154331,17.40330731,0.555457038,0.515715144,6.12,2.74,0.044653156,0.054626042,2.079441542,0.5,1,0,1,50.38,-11.9,1,118.81,7,1,0,0,0,61.5,100,69.87,50.96,66.75,-38.5874
2390,云辰,TSE,31,其他電子業,79,1926194420,2839546,14.85915474,0.161424085,0.359391255,-9.82,-1.4,-0.073562816,-0.061372839,1.945910149,0.428571429,0,0,1,22.88,5.72,1,12.66,8,1,1,1,2,40.36,100,35.64,47.97,38.2,-8.4399
2392,正崴,TSE,28,電子零組件,962,5123269400,136535700,18.73209668,2.130744216,0.244847531,6.54,3.58,0.036509184,0.068776928,2.197224577,0.444444444,0,0,0,37.8,27.6,1,177.68,4,1,0,1,2,59.57,79.04,83.21,46.36,57.87,-38.2838
2393,億光,TSE,26,光電業,1555,4433930860,30304260,17.22679885,0.408506911,0.203557355,15.74,11.73,0.132301399,0.164272218,2.197224577,0.555555556,1,0,0,12.42,9.8,0,57.69,4,1,1,2,2,58.88,79.71,59.49,52.34,65.04,-31.151
2395,研華,TSE,25,電腦及週邊設備業,3538,8660838550,74383276,18.12474169,0.566002509,0.286222968,17.67,15.14,0.148808786,0.163513543,2.197224577,0.333333333,0,0,0,29.31,18.05,1,212,2,1,0,3,4,77.76,100,86.61,81.21,68.71,-44.7277
2397,友通,TSE,25,電腦及週邊設備業,618,1144888570,11975167,16.29834565,1.144659041,0.189895139,9.11,6.86,0.059384809,0.083052871,1.945910149,0.428571429,0,0,0,55.28,32.85,1,15.38,4,1,0,0,1,66.54,100,74.93,69.53,58.26,-16.5341
2399,映泰,TSE,25,電腦及週邊設備業,141,1781000000,2668706,14.79710427,0.221447857,0.555244002,0.31,-5.3,0.01059802,0.013108975,1.945910149,0.428571429,0,0,1,13.05,15.54,1,12.87,6,0,0,1,2,58.69,100,61.91,67.46,47.89,-48.6901
2401,凌陽,TSE,24,半導體業,332,5919949190,14262724,16.47315998,0.305813937,0.409705607,5.46,1.66,0.058870171,0.091743625,1.945910149,0.571428571,1,0,0,15.7,-1.38,1,51.54,5,1,0,2,6,60.99,100,66.43,56.24,62.31,-26.8066
2402,毅嘉,TSE,28,電子零組件,210,3075365330,13597872,16.42542387,1.041210381,0.231543509,10.78,8.12,0.068277742,0.092833055,1.945910149,0.428571429,0,0,1,24.32,19.61,1,18.69,6,1,0,2,4,55.58,100,70.6,43.93,57.75,29.8893
2404,漢唐,TSE,31,其他電子業,855,1905866980,59394504,17.89971225,4.106094869,0.263469075,45.77,14.47,0.137555943,0.14000425,2.079441542,0.375,0,0,1,13.6,11.47,1,97.35,3,1,0,1,5,50.25,100,63.17,42.28,50.07,56.8377
2405,輔信,TSE,25,電腦及週邊設備業,180,3434273030,4459707,15.31059363,0.181673582,0.220390936,0.26,-3.01,0.006451545,0.026211812,2.079441542,0.5,0,0,1,9.49,40.53,1,13.31,7,1,0,0,0,47.21,97.03,51.3,42.32,49.52,-31.4455
2406,國碩,TSE,26,光電業,160,3509056890,15416328,16.55093777,0.841904271,0.136166862,-10.73,-10.51,-0.048181188,-0.021018559,2.197224577,0.444444444,0,0,1,8.5,25.76,0,23.21,8,1,0,0,0,50.08,100,49.14,39.58,56.6,69.4966
2408,南亞科,TSE,24,半導體業,3659,30986278940,214737315,19.18492605,0.310401091,0.291531167,-3.06,-30.92,-0.028736883,0.046442361,2.48490665,0.333333333,0,0,1,60.03,50.63,1,572.88,4,1,0,4,8,69.79,100,58.79,84.64,61.89,55.0244
2409,友達,TSE,26,光電業,18426,75470989720,393840393,19.79145629,1.478392344,0.172545707,-1.81,-3.02,0.00686391,0.093458095,2.197224577,0.555555556,0,0,0,7.76,33.1,0,847.3,6,1,0,0,0,74.04,100,82.18,77.71,65.23,-20.9402
2412,中華電,TSE,27,通訊網路業,20096,77574465450,537230081,20.10193702,0.315852375,0.054079096,9.72,20.38,0.089520548,0.164952764,2.564949357,0.384615385,0,1,1,41.26,24.19,0,338.25,1,1,0,0,2,79.46,86.41,88.04,79.19,74.32,0.8082
2413,環科,TSE,28,電子零組件,729,1273592000,4213361,15.25377122,1.130954199,0.223248613,-2.82,-5.87,-0.011020893,0.029449174,2.397895273,0.363636364,0,0,1,44.45,-26.05,1,7.62,7,1,0,1,1,58.32,89.23,65.77,67.17,46.1,-40.6228
2414,精技,TSE,29,電子通路業,425,1617358460,9521187,16.06903008,1.173218377,0.117676189,11.66,2.38,0.067513221,0.079129209,2.397895273,0.363636364,0,0,0,30.57,16.23,0,10.06,5,1,0,0,0,61.71,100,65.96,58.48,63.11,2.6175
2415,錩新,TSE,28,電子零組件,36,900000000,9448362,16.06135195,1.877919424,0.679399773,3.44,10.06,0.020246684,0.045676171,1.945910149,0.428571429,0,0,1,51.2,-8.27,1,50.76,7,0,0,4,5,50.48,100,36.82,60.94,52.88,-35.3587
2417,圓剛,TSE,25,電腦及週邊設備業,199,1572938640,5792030,15.57199339,0.407267801,0.412297588,1.04,-2.74,0.018623522,0.049397879,2.079441542,0.5,0,0,1,32.58,22.12,1,26.09,7,1,0,2,5,64.68,100,72.11,69.21,55.46,-27.1582
2419,仲琦,TSE,27,通訊網路業,130,3213172290,9948787,16.11296119,0.608814825,0.33630331,2.22,2.76,0.0297581,0.053871995,1.945910149,0.428571429,0,0,0,62.25,38.59,0,20.07,6,1,0,1,1,66.74,89.94,82.96,64.35,58.88,-7.5517
2420,新巨,TSE,28,電子零組件,560,1526486880,5798329,15.57308033,0.406946495,0.264049694,17.45,27.78,0.147271395,0.161815068,1.945910149,0.428571429,0,0,1,22.58,6,1,10.46,5,0,0,0,0,56.03,100,52.99,61.27,54.38,-22.1136
2421,建準,TSE,28,電子零組件,628,2734436690,15829859,16.57740852,0.870876574,0.333497601,19.71,11.47,0.127546998,0.158789538,2.197224577,0.444444444,0,0,1,20.17,26.45,1,40.31,5,0,1,2,7,61,100,69.13,69.4,48.62,-4.4838
2423,固緯,TSE,31,其他電子業,472,1450472890,3702769,15.12459148,0.396692616,0.190438831,12.64,14.78,0.12129193,0.145609137,2.197224577,0.333333333,0,0,1,57.3,-1.1,1,6.69,5,0,0,0,0,58.31,74.6,54.53,54.2,64.8,-6.8419
2424,隴華,TSE,27,通訊網路業,45,595850000,563431,13.24180016,0.748618159,0.358338466,-61.59,-136.94,-0.307828288,-0.148784856,2.079441542,0.5,0,0,1,83.82,-33.82,0,1.94,9,1,0,1,5,50.83,72.3,48.51,56.92,46.2,-15.1951
2425,承啟,TSE,25,電腦及週邊設備業,71,964988310,4605287,15.34271555,0.572798799,0.277778779,2.12,-0.18,0.023523398,0.030701887,1.945910149,0.571428571,0,0,0,25.41,17.45,1,11.6,5,0,0,0,0,40.14,90.14,35.36,42.21,41.08,-13.1663
2426,鼎元,TSE,26,光電業,774,3006222520,4878395,15.40032683,0.274433481,0.257850174,1.68,-2.33,0.019217386,0.078814446,1.945910149,0.428571429,0,0,0,16.32,48.45,0,14.6,6,1,0,3,5,61.55,100,59.82,62.16,62.03,-20.6636
2427,三商電,TSE,30,資訊服務業,822,1980185840,7274970,15.79995025,1.252123041,0.054857408,9.17,6.02,0.054927512,0.069844549,2.079441542,0.5,0,0,1,47.82,24.4,0,4.84,7,1,0,0,0,53.2,82.37,45.24,67.86,43.58,0.1362
2428,興勤,TSE,28,電子零組件,526,1281127260,16224125,16.60200989,0.449151122,0.310605533,15.21,23.59,0.128767252,0.154854638,2.079441542,0.5,0,0,1,43.55,-18.54,1,40.3,4,1,0,0,2,64.15,100,65.68,69.24,59.2,8.7717
2429,銘旺科,TSE,26,光電業,43,855000000,1534193,14.24351507,0.718077071,0.251937664,-23.19,-32.14,-0.071453852,-0.058976283,1.945910149,0.428571429,0,0,1,24.55,4.25,0,0.63,9,1,0,0,0,36.07,61.28,35.29,29.67,42.96,16.2045
2430,燦坤,TSE,29,電子通路業,2016,1168000000,14190828,16.4681064,2.259626881,0.115228583,4.16,1.5,0.022343446,0.10852996,1.945910149,0.428571429,0,0,1,44.3,-15.72,0,14.21,4,1,1,2,6,50.32,98.66,43.76,51.43,52.32,-20.542
2431,聯昌,TSE,28,電子零組件,53,1109270140,1523788,14.2367099,0.147443683,0.608090496,-5.19,-28.84,-0.045133575,-0.01512087,2.397895273,0.272727273,0,0,1,33.85,35.29,1,8.99,6,1,0,1,3,56.98,75.44,60.27,56.97,54.52,-19.4014
2433,互盛電,TSE,31,其他電子業,397,1444960110,7432180,15.82132978,0.864279149,0.428088125,11.15,15.8,0.08439879,0.234463643,1.945910149,0.428571429,0,0,1,76.95,-26.68,1,32.58,5,1,0,0,0,51.02,100,57.15,50.73,48.33,-1.1502
2434,統懋,TSE,24,半導體業,29,370000000,681026,13.43135576,0.397822272,0.201181746,1.12,-93.33,0.017247506,0.053833481,1.945910149,0.428571429,0,0,1,31.51,12.68,1,0.74,8,1,0,13,18,45.01,100,40.12,41.85,51.26,1.5375
2436,偉詮電,TSE,24,半導體業,298,1999280740,5751011,15.56488622,0.476694665,0.410996258,7.36,5.3,0.064728445,0.094532944,2.302585093,0.3,0,0,1,5.21,36.92,1,24.97,5,1,0,2,3,56.58,100,68.34,46.08,59.66,-22.0836
2438,翔耀,TSE,26,光電業,36,651956410,1707256,14.35039796,1.40989107,0.084293158,-17.07,-21.9,-0.039634361,-0.017013266,1.791759469,0.5,0,0,1,7.51,42.49,0,1.7,8,0,0,0,0,30.34,61.93,33.22,39.48,19.37,36.7288
2439,美律,TSE,27,通訊網路業,832,2538396140,39405966,17.48942778,1.188884218,0.303153487,14.94,4.25,0.08242932,0.103145904,2.197224577,0.333333333,0,0,0,10.33,34.62,0,67.02,3,0,0,0,3,74.57,100,84.03,73.51,69.67,-12.0901
2440,太空梭,TSE,28,電子零組件,27,1391172710,2481388,14.72432864,1.003866591,0.20767651,-4.84,-0.75,-0.002457899,0.011947749,1.945910149,0.428571429,0,0,1,32.61,-4.04,1,3.88,7,0,2,3,6,46.51,100,44.23,53.54,42.96,19.1982
2441,超豐,TSE,24,半導體業,4213,5688459210,27039246,17.11279992,0.178478277,0.261299705,11.37,17.95,0.114711963,0.224074739,2.197224577,0.333333333,0,0,0,43.08,53,1,47.8,3,1,0,3,5,49.97,100,59.93,49.91,43.75,0.8593
2442,新美齊,TSE,14,建材營造,72,3252320210,26450460,17.09078411,3.804915643,0.060978902,6,20.77,0.017076074,0.018419264,1.945910149,0.428571429,0,0,1,36.68,-7.58,0,24.05,7,0,0,2,5,43.7,100,38.69,36.59,51.8,16.85
2444,兆勁,TSE,27,通訊網路業,474,1015695730,1827164,14.4182756,0.937465869,0.270107664,-2.51,-5.18,-0.003517473,0.04049226,2.079441542,0.5,0,0,0,7.92,42.11,0,4.89,9,1,0,7,13,39.71,87.28,47.47,46.23,28.29,-56.2251
2449,京元電子,TSE,24,半導體業,7644,12227450650,75785124,18.14341258,0.583434294,0.26391657,11.24,22.98,0.08457483,0.181214165,2.197224577,0.333333333,0,0,0,3.21,19.43,1,122.63,4,0,3,3,4,74.3,93.36,73.1,79.04,70.3,49.2203
2450,神腦,TSE,27,通訊網路業,1968,2582526570,10024877,16.12058026,0.632711603,0.147743259,7.42,1.24,0.058747454,0.096673406,2.564949357,0.384615385,0,0,1,31.09,28.08,0,21.68,4,1,0,2,3,66.8,79.69,75.1,73.89,55.12,-13.4541
